Mapping parameters for Caretta caretta (loggerhead turtle)

"Cite AquaMaps itself as: Kaschner, K., Kesner-Reyes, K., Garilao, C., Segschneider, J., Rius-Barile, J. Rees, T., & Froese, R. (2019, October). AquaMaps: Predicted range maps for aquatic species. Retrieved from https://www.aquamaps.org."


Map data (HSPEC) for predicted occurrences (n = 13089): 

"To get individual probabilities (i.e. Depth, Temperature, Salinity, Primary Production, Sea Ice Concentration, Distance to Land):"
1. Click on the Create-Your-Own-Map at the bottom left part of the species map page.
2. Click on the Regenerate Map Data and View Map button then click OK.
3. In the resulting User-Specified Map for the species click on the Download data (as csv) link.
4. Select HSPEC then Submit.

Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Caretta,caretta,25.25,141.25,1214:351:1,0.77
Caretta,caretta,24.25,154.25,1215:144:1,0.65
Caretta,caretta,23.75,157.25,1215:237:3,0.62
Caretta,caretta,38.25,0.25,1300:380:1,0.75
Caretta,caretta,39.25,2.25,1300:392:1,0.79
Caretta,caretta,38.75,8.25,1300:488:3,0.76
Caretta,caretta,38.75,8.75,1300:488:4,0.74
Caretta,caretta,38.75,9.25,1300:489:3,0.72
Caretta,caretta,39.25,8.25,1300:498:1,0.73
Caretta,caretta,39.25,8.75,1300:498:2,0.71
Caretta,caretta,39.75,8.25,1300:498:3,0.73
Caretta,caretta,39.25,9.25,1300:499:1,0.69
Caretta,caretta,39.25,9.75,1300:499:2,0.69
Caretta,caretta,39.75,9.75,1300:499:4,0.65
Caretta,caretta,32.75,12.25,1301:122:3,0.67
Caretta,caretta,32.75,12.75,1301:122:4,0.65
Caretta,caretta,32.75,13.25,1301:123:3,0.63
Caretta,caretta,32.75,13.75,1301:123:4,0.61
Caretta,caretta,33.75,10.75,1301:130:4,0.62
Caretta,caretta,33.25,11.25,1301:131:1,0.66
Caretta,caretta,33.25,11.75,1301:131:2,0.67
Caretta,caretta,33.75,11.25,1301:131:3,0.66
Caretta,caretta,33.75,11.75,1301:131:4,0.66
Caretta,caretta,33.25,12.25,1301:132:1,0.65
Caretta,caretta,33.25,12.75,1301:132:2,0.64
Caretta,caretta,33.75,12.25,1301:132:3,0.65
Caretta,caretta,33.25,13.25,1301:133:1,0.63
Caretta,caretta,34.25,10.75,1301:140:2,0.64
Caretta,caretta,34.75,10.75,1301:140:4,0.68
Caretta,caretta,34.25,11.25,1301:141:1,0.68
Caretta,caretta,34.25,11.75,1301:141:2,0.68
Caretta,caretta,34.75,11.25,1301:141:3,0.70
Caretta,caretta,34.75,11.75,1301:141:4,0.71
Caretta,caretta,34.25,12.25,1301:142:1,0.61
Caretta,caretta,34.75,12.25,1301:142:3,0.72
Caretta,caretta,34.75,12.75,1301:142:4,0.69
Caretta,caretta,30.75,18.75,1301:208:4,0.68
Caretta,caretta,31.25,15.75,1301:215:2,0.67
Caretta,caretta,31.75,15.25,1301:215:3,0.63
Caretta,caretta,31.75,15.75,1301:215:4,0.60
Caretta,caretta,31.25,16.25,1301:216:1,0.64
Caretta,caretta,31.25,19.75,1301:219:2,0.64
Caretta,caretta,35.75,10.75,1301:350:4,0.76
Caretta,caretta,35.25,11.25,1301:351:1,0.74
Caretta,caretta,35.25,11.75,1301:351:2,0.75
Caretta,caretta,35.75,11.25,1301:351:3,0.79
Caretta,caretta,35.75,11.75,1301:351:4,0.79
Caretta,caretta,35.25,12.25,1301:352:1,0.75
Caretta,caretta,35.25,12.75,1301:352:2,0.72
Caretta,caretta,35.75,12.25,1301:352:3,0.77
Caretta,caretta,35.75,12.75,1301:352:4,0.73
Caretta,caretta,35.75,14.25,1301:354:3,0.68
Caretta,caretta,35.75,14.75,1301:354:4,0.68
Caretta,caretta,36.75,12.25,1301:362:3,0.78
Caretta,caretta,36.75,12.75,1301:362:4,0.67
Caretta,caretta,36.25,14.25,1301:364:1,0.71
Caretta,caretta,36.75,14.25,1301:364:3,0.72
Caretta,caretta,36.75,14.75,1301:364:4,0.66
Caretta,caretta,37.75,10.25,1301:370:3,0.69
Caretta,caretta,37.75,10.75,1301:370:4,0.69
Caretta,caretta,37.25,11.75,1301:371:2,0.65
Caretta,caretta,37.75,11.75,1301:371:4,0.76
Caretta,caretta,37.25,12.25,1301:372:1,0.67
Caretta,caretta,37.25,12.75,1301:372:2,0.75
Caretta,caretta,37.75,12.25,1301:372:3,0.75
Caretta,caretta,37.75,12.75,1301:372:4,0.73
Caretta,caretta,37.25,13.25,1301:373:1,0.74
Caretta,caretta,37.25,13.75,1301:373:2,0.72
Caretta,caretta,37.75,13.25,1301:373:3,0.71
Caretta,caretta,37.25,14.25,1301:374:1,0.69
Caretta,caretta,38.25,12.25,1301:382:1,0.75
Caretta,caretta,38.25,12.75,1301:382:2,0.71
Caretta,caretta,38.25,13.25,1301:383:1,0.69
Caretta,caretta,38.25,13.75,1301:383:2,0.67
Caretta,caretta,38.25,14.25,1301:384:1,0.66
Caretta,caretta,38.25,14.75,1301:384:2,0.65
Caretta,caretta,38.75,14.25,1301:384:3,0.66
Caretta,caretta,38.75,14.75,1301:384:4,0.65
Caretta,caretta,38.25,15.25,1301:485:1,0.63
Caretta,caretta,38.75,15.25,1301:485:3,0.65
Caretta,caretta,38.75,15.75,1301:485:4,0.64
Caretta,caretta,39.75,15.25,1301:495:3,0.64
Caretta,caretta,39.75,15.75,1301:495:4,0.64
Caretta,caretta,31.25,20.25,1302:110:1,0.74
Caretta,caretta,35.75,23.25,1302:353:3,0.60
Caretta,caretta,36.25,22.25,1302:362:1,0.64
Caretta,caretta,36.25,22.75,1302:362:2,0.76
Caretta,caretta,36.75,22.25,1302:362:3,0.72
Caretta,caretta,36.75,24.25,1302:364:3,0.77
Caretta,caretta,36.75,24.75,1302:364:4,0.61
Caretta,caretta,37.25,21.75,1302:371:2,0.60
Caretta,caretta,37.75,21.75,1302:371:4,0.60
Caretta,caretta,37.25,22.25,1302:372:1,0.76
Caretta,caretta,37.25,24.75,1302:374:2,0.72
Caretta,caretta,38.25,21.75,1302:381:2,0.63
Caretta,caretta,38.75,21.25,1302:381:3,0.66
Caretta,caretta,38.25,22.25,1302:382:1,0.76
Caretta,caretta,39.25,20.75,1302:390:2,0.61
Caretta,caretta,37.75,25.25,1302:475:3,0.66
Caretta,caretta,38.25,25.75,1302:485:2,0.61
Caretta,caretta,38.75,25.25,1302:485:3,0.67
Caretta,caretta,38.25,27.25,1302:487:1,0.75
Caretta,caretta,31.75,31.25,1303:111:3,0.63
Caretta,caretta,31.75,31.75,1303:111:4,0.72
Caretta,caretta,31.25,32.75,1303:112:2,0.66
Caretta,caretta,34.75,119.25,1311:249:3,0.63
Caretta,caretta,34.75,119.75,1311:249:4,0.62
Caretta,caretta,35.25,119.75,1311:459:2,0.60
Caretta,caretta,30.25,122.25,1312:102:1,0.69
Caretta,caretta,32.75,121.75,1312:121:4,0.60
Caretta,caretta,32.75,122.25,1312:122:3,0.71
Caretta,caretta,33.25,120.75,1312:130:2,0.63
Caretta,caretta,33.75,120.75,1312:130:4,0.63
Caretta,caretta,33.25,121.25,1312:131:1,0.65
Caretta,caretta,33.25,121.75,1312:131:2,0.68
Caretta,caretta,33.75,121.25,1312:131:3,0.67
Caretta,caretta,33.75,121.75,1312:131:4,0.68
Caretta,caretta,33.25,122.25,1312:132:1,0.71
Caretta,caretta,33.25,122.75,1312:132:2,0.79
Caretta,caretta,33.75,122.25,1312:132:3,0.72
Caretta,caretta,33.75,124.75,1312:134:4,0.75
Caretta,caretta,34.25,120.75,1312:140:2,0.62
Caretta,caretta,34.75,120.25,1312:140:3,0.60
Caretta,caretta,34.75,120.75,1312:140:4,0.65
Caretta,caretta,34.25,121.25,1312:141:1,0.67
Caretta,caretta,34.25,121.75,1312:141:2,0.69
Caretta,caretta,34.75,121.25,1312:141:3,0.69
Caretta,caretta,34.75,121.75,1312:141:4,0.73
Caretta,caretta,34.25,122.25,1312:142:1,0.75
Caretta,caretta,34.75,122.25,1312:142:3,0.77
Caretta,caretta,34.75,122.75,1312:142:4,0.72
Caretta,caretta,34.25,123.25,1312:143:1,0.74
Caretta,caretta,34.25,123.75,1312:143:2,0.74
Caretta,caretta,34.75,123.25,1312:143:3,0.67
Caretta,caretta,34.75,123.75,1312:143:4,0.66
Caretta,caretta,34.25,124.25,1312:144:1,0.65
Caretta,caretta,34.25,124.75,1312:144:2,0.70
Caretta,caretta,34.75,124.25,1312:144:3,0.62
Caretta,caretta,34.75,124.75,1312:144:4,0.62
Caretta,caretta,30.75,126.75,1312:206:4,0.76
Caretta,caretta,30.25,127.25,1312:207:1,0.73
Caretta,caretta,30.75,127.75,1312:207:4,0.75
Caretta,caretta,31.25,126.75,1312:216:2,0.75
Caretta,caretta,31.75,126.75,1312:216:4,0.73
Caretta,caretta,31.25,127.25,1312:217:1,0.69
Caretta,caretta,31.25,127.75,1312:217:2,0.60
Caretta,caretta,31.75,127.25,1312:217:3,0.65
Caretta,caretta,32.25,126.25,1312:226:1,0.76
Caretta,caretta,32.25,126.75,1312:226:2,0.68
Caretta,caretta,32.75,126.75,1312:226:4,0.71
Caretta,caretta,32.75,127.25,1312:227:3,0.60
Caretta,caretta,32.25,128.75,1312:228:2,0.63
Caretta,caretta,33.25,127.75,1312:237:2,0.65
Caretta,caretta,33.75,128.25,1312:238:3,0.76
Caretta,caretta,33.75,128.75,1312:238:4,0.63
Caretta,caretta,33.75,129.25,1312:239:3,0.79
Caretta,caretta,34.25,125.25,1312:245:1,0.77
Caretta,caretta,34.25,125.75,1312:245:2,0.77
Caretta,caretta,34.75,125.25,1312:245:3,0.70
Caretta,caretta,34.75,125.75,1312:245:4,0.65
Caretta,caretta,34.25,126.25,1312:246:1,0.79
Caretta,caretta,34.75,126.25,1312:246:3,0.71
Caretta,caretta,34.75,126.75,1312:246:4,0.79
Caretta,caretta,34.25,129.75,1312:249:2,0.77
Caretta,caretta,35.25,120.25,1312:350:1,0.62
Caretta,caretta,35.25,120.75,1312:350:2,0.66
Caretta,caretta,35.75,120.75,1312:350:4,0.63
Caretta,caretta,35.25,121.25,1312:351:1,0.69
Caretta,caretta,35.25,121.75,1312:351:2,0.72
Caretta,caretta,35.75,121.25,1312:351:3,0.66
Caretta,caretta,35.75,121.75,1312:351:4,0.67
Caretta,caretta,35.25,122.25,1312:352:1,0.74
Caretta,caretta,35.25,122.75,1312:352:2,0.69
Caretta,caretta,35.75,122.25,1312:352:3,0.69
Caretta,caretta,35.75,122.75,1312:352:4,0.73
Caretta,caretta,35.25,123.25,1312:353:1,0.69
Caretta,caretta,35.25,123.75,1312:353:2,0.64
Caretta,caretta,35.75,123.25,1312:353:3,0.66
Caretta,caretta,35.75,123.75,1312:353:4,0.65
Caretta,caretta,35.25,124.25,1312:354:1,0.60
Caretta,caretta,35.75,124.25,1312:354:3,0.66
Caretta,caretta,36.25,121.25,1312:361:1,0.62
Caretta,caretta,36.25,121.75,1312:361:2,0.62
Caretta,caretta,36.75,121.25,1312:361:3,0.60
Caretta,caretta,36.25,122.25,1312:362:1,0.62
Caretta,caretta,36.25,122.75,1312:362:2,0.65
Caretta,caretta,36.25,123.25,1312:363:1,0.61
Caretta,caretta,36.25,123.75,1312:363:2,0.63
Caretta,caretta,36.75,123.25,1312:363:3,0.65
Caretta,caretta,36.75,123.75,1312:363:4,0.61
Caretta,caretta,36.25,124.25,1312:364:1,0.61
Caretta,caretta,36.25,124.75,1312:364:2,0.65
Caretta,caretta,36.75,124.25,1312:364:3,0.69
Caretta,caretta,36.75,124.75,1312:364:4,0.67
Caretta,caretta,37.25,123.25,1312:373:1,0.60
Caretta,caretta,37.25,123.75,1312:373:2,0.64
Caretta,caretta,37.25,124.25,1312:374:1,0.64
Caretta,caretta,37.25,124.75,1312:374:2,0.61
Caretta,caretta,35.25,125.25,1312:455:1,0.65
Caretta,caretta,35.25,125.75,1312:455:2,0.66
Caretta,caretta,35.75,125.25,1312:455:3,0.69
Caretta,caretta,35.75,125.75,1312:455:4,0.66
Caretta,caretta,35.25,126.25,1312:456:1,0.66
Caretta,caretta,35.75,126.25,1312:456:3,0.63
Caretta,caretta,35.75,126.75,1312:456:4,0.68
Caretta,caretta,36.25,125.25,1312:465:1,0.68
Caretta,caretta,36.25,125.75,1312:465:2,0.62
Caretta,caretta,36.75,125.25,1312:465:3,0.61
Caretta,caretta,36.25,126.75,1312:466:2,0.61
Caretta,caretta,37.75,128.75,1312:478:4,0.79
Caretta,caretta,38.25,128.75,1312:488:2,0.78
Caretta,caretta,38.75,128.25,1312:488:3,0.67
Caretta,caretta,38.75,128.75,1312:488:4,0.72
Caretta,caretta,39.25,128.25,1312:498:1,0.62
Caretta,caretta,34.75,130.25,1313:140:3,0.60
Caretta,caretta,34.75,134.75,1313:144:4,0.76
Caretta,caretta,33.75,138.75,1313:238:4,0.78
Caretta,caretta,34.75,135.25,1313:245:3,0.67
Caretta,caretta,34.75,136.75,1313:246:4,0.67
Caretta,caretta,34.75,137.25,1313:247:3,0.75
Caretta,caretta,34.25,138.75,1313:248:2,0.73
Caretta,caretta,35.75,130.25,1313:350:3,0.61
Caretta,caretta,35.25,131.75,1313:351:2,0.63
Caretta,caretta,35.75,131.25,1313:351:3,0.75
Caretta,caretta,35.75,132.25,1313:352:3,0.64
Caretta,caretta,35.25,139.25,1313:459:1,0.74
Caretta,caretta,35.25,139.75,1313:459:2,0.76
Caretta,caretta,35.75,139.75,1313:459:4,0.74
Caretta,caretta,37.25,136.25,1313:476:1,0.61
Caretta,caretta,39.25,135.25,1313:495:1,0.75
Caretta,caretta,37.75,141.25,1314:371:3,0.76
Caretta,caretta,37.75,141.75,1314:371:4,0.61
Caretta,caretta,38.25,140.75,1314:380:2,0.77
Caretta,caretta,38.25,141.25,1314:381:1,0.69
Caretta,caretta,38.25,141.75,1314:381:2,0.73
Caretta,caretta,38.75,141.75,1314:381:4,0.67
Caretta,caretta,39.75,140.25,1314:390:3,0.79
Caretta,caretta,39.25,141.75,1314:391:2,0.64
Caretta,caretta,39.25,142.25,1314:392:1,0.63
Caretta,caretta,40.25,1.25,1400:101:1,0.62
Caretta,caretta,40.75,1.25,1400:101:3,0.78
Caretta,caretta,40.25,3.25,1400:103:1,0.79
Caretta,caretta,40.25,4.25,1400:104:1,0.79
Caretta,caretta,41.25,1.75,1400:111:2,0.70
Caretta,caretta,41.25,2.25,1400:112:1,0.69
Caretta,caretta,41.25,2.75,1400:112:2,0.60
Caretta,caretta,41.75,2.25,1400:112:3,0.66
Caretta,caretta,41.75,2.75,1400:112:4,0.67
Caretta,caretta,41.75,3.25,1400:113:3,0.65
Caretta,caretta,42.25,3.25,1400:123:1,0.63
Caretta,caretta,42.75,3.25,1400:123:3,0.65
Caretta,caretta,43.25,3.25,1400:133:1,0.68
Caretta,caretta,43.25,3.75,1400:133:2,0.75
Caretta,caretta,40.25,8.25,1400:208:1,0.71
Caretta,caretta,40.25,8.75,1400:208:2,0.68
Caretta,caretta,40.75,8.25,1400:208:3,0.69
Caretta,caretta,40.75,8.75,1400:208:4,0.67
Caretta,caretta,40.25,9.75,1400:209:2,0.62
Caretta,caretta,40.75,9.75,1400:209:4,0.61
Caretta,caretta,41.25,8.25,1400:218:1,0.67
Caretta,caretta,41.25,8.75,1400:218:2,0.65
Caretta,caretta,41.75,8.75,1400:218:4,0.65
Caretta,caretta,41.25,9.25,1400:219:1,0.63
Caretta,caretta,41.25,9.75,1400:219:2,0.61
Caretta,caretta,41.75,9.25,1400:219:3,0.62
Caretta,caretta,42.25,8.75,1400:228:2,0.63
Caretta,caretta,42.75,8.75,1400:228:4,0.62
Caretta,caretta,42.75,9.25,1400:229:3,0.60
Caretta,caretta,43.25,5.25,1400:235:1,0.67
Caretta,caretta,43.25,5.75,1400:235:2,0.64
Caretta,caretta,43.25,6.25,1400:236:1,0.61
Caretta,caretta,43.75,6.75,1400:236:4,0.65
Caretta,caretta,44.25,8.25,1400:248:1,0.61
Caretta,caretta,40.75,12.75,1401:102:4,0.64
Caretta,caretta,40.75,13.25,1401:103:3,0.63
Caretta,caretta,40.75,13.75,1401:103:4,0.63
Caretta,caretta,40.25,14.75,1401:104:2,0.63
Caretta,caretta,40.75,14.25,1401:104:3,0.63
Caretta,caretta,40.75,14.75,1401:104:4,0.64
Caretta,caretta,41.75,11.75,1401:111:4,0.61
Caretta,caretta,41.25,12.75,1401:112:2,0.69
Caretta,caretta,41.75,12.25,1401:112:3,0.73
Caretta,caretta,41.75,12.75,1401:112:4,0.76
Caretta,caretta,41.25,13.25,1401:113:1,0.65
Caretta,caretta,41.25,13.75,1401:113:2,0.63
Caretta,caretta,42.25,10.25,1401:120:1,0.60
Caretta,caretta,42.25,10.75,1401:120:2,0.61
Caretta,caretta,42.75,10.75,1401:120:4,0.60
Caretta,caretta,42.25,11.25,1401:121:1,0.62
Caretta,caretta,42.25,11.75,1401:121:2,0.78
Caretta,caretta,42.25,14.75,1401:124:2,0.78
Caretta,caretta,43.75,10.25,1401:130:3,0.60
Caretta,caretta,43.25,14.75,1401:134:2,0.64
Caretta,caretta,43.75,14.75,1401:134:4,0.74
Caretta,caretta,44.75,12.75,1401:142:4,0.68
Caretta,caretta,40.25,15.25,1401:205:1,0.63
Caretta,caretta,41.75,15.25,1401:215:3,0.68
Caretta,caretta,41.75,15.75,1401:215:4,0.64
Caretta,caretta,41.75,19.25,1401:219:3,0.61
Caretta,caretta,42.25,15.25,1401:225:1,0.72
Caretta,caretta,42.25,15.75,1401:225:2,0.66
Caretta,caretta,42.75,15.25,1401:225:3,0.64
Caretta,caretta,42.75,18.25,1401:228:3,0.72
Caretta,caretta,43.25,15.25,1401:235:1,0.60
Caretta,caretta,43.75,15.25,1401:235:3,0.63
Caretta,caretta,43.25,17.25,1401:237:1,0.70
Caretta,caretta,44.25,15.25,1401:245:1,0.79
Caretta,caretta,45.25,12.75,1401:352:2,0.79
Caretta,caretta,45.75,12.75,1401:352:4,0.77
Caretta,caretta,40.75,26.75,1402:206:4,0.73
Caretta,caretta,40.25,27.25,1402:207:1,0.79
Caretta,caretta,40.25,27.75,1402:207:2,0.74
Caretta,caretta,40.75,27.25,1402:207:3,0.66
Caretta,caretta,40.75,27.75,1402:207:4,0.61
Caretta,caretta,40.25,28.25,1402:208:1,0.70
Caretta,caretta,40.25,28.75,1402:208:2,0.67
Caretta,caretta,40.25,29.25,1402:209:1,0.64
Caretta,caretta,41.25,139.75,1413:219:2,0.75
Caretta,caretta,42.25,139.75,1413:229:2,0.60
Caretta,caretta,40.25,140.25,1414:100:1,0.75
Caretta,caretta,40.75,140.25,1414:100:3,0.73
Caretta,caretta,40.75,140.75,1414:100:4,0.64
Caretta,caretta,41.25,140.25,1414:110:1,0.72
Caretta,caretta,41.25,140.75,1414:110:2,0.61
Caretta,caretta,41.75,140.25,1414:110:3,0.61
Caretta,caretta,-1.25,5.75,3000:215:2,0.67
Caretta,caretta,-1.25,8.75,3000:218:2,0.64
Caretta,caretta,-1.25,9.25,3000:219:1,0.63
Caretta,caretta,-1.75,9.25,3000:219:3,0.68
Caretta,caretta,-2.25,8.75,3000:228:2,0.61
Caretta,caretta,-2.25,9.25,3000:229:1,0.72
Caretta,caretta,-2.25,9.75,3000:229:2,0.68
Caretta,caretta,-2.75,9.25,3000:229:3,0.73
Caretta,caretta,-2.75,9.75,3000:229:4,0.72
Caretta,caretta,-3.25,9.75,3000:239:2,0.72
Caretta,caretta,-2.75,10.25,3001:120:3,0.67
Caretta,caretta,-3.25,10.25,3001:130:1,0.73
Caretta,caretta,-3.25,10.75,3001:130:2,0.63
Caretta,caretta,-3.75,10.75,3001:130:4,0.70
Caretta,caretta,-4.25,10.75,3001:140:2,0.65
Caretta,caretta,-4.25,11.25,3001:141:1,0.63
Caretta,caretta,-6.75,12.75,3001:362:4,0.65
Caretta,caretta,-7.25,12.25,3001:372:1,0.72
Caretta,caretta,-7.25,12.75,3001:372:2,0.74
Caretta,caretta,-7.75,12.75,3001:372:4,0.77
Caretta,caretta,-7.75,13.25,3001:373:3,0.75
Caretta,caretta,-8.25,13.25,3001:383:1,0.79
Caretta,caretta,-8.75,13.25,3001:383:3,0.76
Caretta,caretta,-9.25,12.75,3001:392:2,0.77
Caretta,caretta,-9.75,12.75,3001:392:4,0.64
Caretta,caretta,-9.25,13.25,3001:393:1,0.78
Caretta,caretta,-0.25,42.75,3004:102:2,0.60
Caretta,caretta,-0.75,42.75,3004:102:4,0.61
Caretta,caretta,-1.25,41.75,3004:111:2,0.60
Caretta,caretta,-1.75,41.25,3004:111:3,0.60
Caretta,caretta,-1.75,41.75,3004:111:4,0.60
Caretta,caretta,-1.25,42.25,3004:112:1,0.60
Caretta,caretta,-2.25,40.75,3004:120:2,0.60
Caretta,caretta,-2.75,40.75,3004:120:4,0.60
Caretta,caretta,-2.25,41.25,3004:121:1,0.60
Caretta,caretta,-9.25,46.25,3004:496:1,0.60
Caretta,caretta,-9.25,46.75,3004:496:2,0.60
Caretta,caretta,-9.75,46.75,3004:496:4,0.62
Caretta,caretta,-9.75,47.75,3004:497:4,0.62
Caretta,caretta,-9.75,50.75,3005:390:4,0.62
Caretta,caretta,-9.75,51.25,3005:391:3,0.60
Caretta,caretta,-10.25,13.75,3101:103:2,0.75
Caretta,caretta,-10.75,13.25,3101:103:3,0.64
Caretta,caretta,-10.75,13.75,3101:103:4,0.74
Caretta,caretta,-11.25,13.25,3101:113:1,0.73
Caretta,caretta,-11.25,13.75,3101:113:2,0.73
Caretta,caretta,-11.75,13.25,3101:113:3,0.76
Caretta,caretta,-11.75,13.75,3101:113:4,0.72
Caretta,caretta,-12.25,13.75,3101:123:2,0.75
Caretta,caretta,-12.75,13.25,3101:123:3,0.79
Caretta,caretta,-15.75,11.75,3101:351:4,0.78
Caretta,caretta,-15.25,12.25,3101:352:1,0.77
Caretta,caretta,-15.75,12.25,3101:352:3,0.75
Caretta,caretta,-16.25,11.75,3101:361:2,0.69
Caretta,caretta,-16.75,11.25,3101:361:3,0.75
Caretta,caretta,-16.75,11.75,3101:361:4,0.62
Caretta,caretta,-17.25,11.75,3101:371:2,0.70
Caretta,caretta,-17.75,11.75,3101:371:4,0.72
Caretta,caretta,-18.25,11.75,3101:381:2,0.73
Caretta,caretta,-18.25,12.25,3101:382:1,0.68
Caretta,caretta,-18.75,12.25,3101:382:3,0.64
Caretta,caretta,-18.75,12.75,3101:382:4,0.66
Caretta,caretta,-19.25,12.75,3101:392:2,0.63
Caretta,caretta,-19.75,12.25,3101:392:3,0.74
Caretta,caretta,-19.75,12.75,3101:392:4,0.60
Caretta,caretta,-16.75,39.25,3103:469:3,0.64
Caretta,caretta,-16.75,39.75,3103:469:4,0.60
Caretta,caretta,-17.25,37.75,3103:477:2,0.65
Caretta,caretta,-17.75,37.25,3103:477:3,0.65
Caretta,caretta,-17.75,37.75,3103:477:4,0.65
Caretta,caretta,-17.25,38.25,3103:478:1,0.66
Caretta,caretta,-17.25,38.75,3103:478:2,0.64
Caretta,caretta,-17.25,39.25,3103:479:1,0.61
Caretta,caretta,-18.25,36.75,3103:486:2,0.65
Caretta,caretta,-18.75,36.25,3103:486:3,0.63
Caretta,caretta,-18.75,36.75,3103:486:4,0.64
Caretta,caretta,-18.25,37.25,3103:487:1,0.64
Caretta,caretta,-18.75,37.25,3103:487:3,0.64
Caretta,caretta,-19.75,35.75,3103:495:4,0.60
Caretta,caretta,-19.25,36.25,3103:496:1,0.62
Caretta,caretta,-19.25,36.75,3103:496:2,0.65
Caretta,caretta,-19.75,36.25,3103:496:3,0.66
Caretta,caretta,-10.25,47.75,3104:207:2,0.62
Caretta,caretta,-11.75,49.25,3104:219:3,0.65
Caretta,caretta,-12.25,49.25,3104:229:1,0.64
Caretta,caretta,-12.25,49.75,3104:229:2,0.65
Caretta,caretta,-12.75,49.75,3104:229:4,0.67
Caretta,caretta,-13.25,49.75,3104:239:2,0.61
Caretta,caretta,-15.75,40.25,3104:350:3,0.61
Caretta,caretta,-15.25,49.75,3104:459:2,0.66
Caretta,caretta,-15.75,49.75,3104:459:4,0.68
Caretta,caretta,-16.25,49.75,3104:469:2,0.69
Caretta,caretta,-16.75,49.75,3104:469:4,0.69
Caretta,caretta,-17.25,49.25,3104:479:1,0.67
Caretta,caretta,-17.25,49.75,3104:479:2,0.69
Caretta,caretta,-17.75,49.25,3104:479:3,0.68
Caretta,caretta,-17.75,49.75,3104:479:4,0.68
Caretta,caretta,-18.25,49.25,3104:489:1,0.69
Caretta,caretta,-18.25,49.75,3104:489:2,0.68
Caretta,caretta,-18.75,49.25,3104:489:3,0.70
Caretta,caretta,-19.75,48.75,3104:498:4,0.68
Caretta,caretta,-19.25,49.25,3104:499:1,0.70
Caretta,caretta,-19.75,49.25,3104:499:3,0.69
Caretta,caretta,-10.25,50.75,3105:100:2,0.62
Caretta,caretta,-10.25,51.25,3105:101:1,0.60
Caretta,caretta,-13.25,50.25,3105:130:1,0.65
Caretta,caretta,-13.75,50.25,3105:130:3,0.65
Caretta,caretta,-14.25,50.25,3105:140:1,0.66
Caretta,caretta,-14.75,50.25,3105:140:3,0.66
Caretta,caretta,-15.25,50.25,3105:350:1,0.66
Caretta,caretta,-15.25,50.75,3105:350:2,0.65
Caretta,caretta,-15.75,50.25,3105:350:3,0.67
Caretta,caretta,-15.75,50.75,3105:350:4,0.65
Caretta,caretta,-15.75,54.75,3105:354:4,0.65
Caretta,caretta,-16.25,50.25,3105:360:1,0.66
Caretta,caretta,-16.75,50.25,3105:360:3,0.66
Caretta,caretta,-17.25,50.25,3105:370:1,0.66
Caretta,caretta,-15.75,59.25,3105:459:3,0.67
Caretta,caretta,-15.75,59.75,3105:459:4,0.67
Caretta,caretta,-16.25,59.25,3105:469:1,0.68
Caretta,caretta,-16.25,59.75,3105:469:2,0.68
Caretta,caretta,-16.75,59.25,3105:469:3,0.69
Caretta,caretta,-16.75,59.75,3105:469:4,0.69
Caretta,caretta,-17.25,59.25,3105:479:1,0.69
Caretta,caretta,-18.25,58.75,3105:488:2,0.72
Caretta,caretta,-18.75,58.75,3105:488:4,0.73
Caretta,caretta,-19.75,57.75,3105:497:4,0.76
Caretta,caretta,-13.75,61.25,3106:131:3,0.63
Caretta,caretta,-14.25,60.75,3106:140:2,0.64
Caretta,caretta,-14.75,60.75,3106:140:4,0.65
Caretta,caretta,-14.25,61.25,3106:141:1,0.64
Caretta,caretta,-14.75,61.25,3106:141:3,0.65
Caretta,caretta,-15.25,60.25,3106:350:1,0.66
Caretta,caretta,-15.25,60.75,3106:350:2,0.66
Caretta,caretta,-15.75,60.25,3106:350:3,0.67
Caretta,caretta,-15.75,60.75,3106:350:4,0.67
Caretta,caretta,-15.25,61.25,3106:351:1,0.66
Caretta,caretta,-15.75,61.25,3106:351:3,0.67
Caretta,caretta,-16.25,60.25,3106:360:1,0.68
Caretta,caretta,-16.75,60.25,3106:360:3,0.68
Caretta,caretta,-19.25,61.75,3106:391:2,0.76
Caretta,caretta,-19.75,61.75,3106:391:4,0.78
Caretta,caretta,-19.75,62.25,3106:392:3,0.78
Caretta,caretta,-19.75,63.25,3106:393:3,0.79
Caretta,caretta,-19.75,63.75,3106:393:4,0.79
Caretta,caretta,-19.75,64.25,3106:394:3,0.63
Caretta,caretta,-19.25,116.75,3111:496:2,0.61
Caretta,caretta,-19.75,116.25,3111:496:3,0.64
Caretta,caretta,-19.75,116.75,3111:496:4,0.64
Caretta,caretta,-19.75,117.25,3111:497:3,0.64
Caretta,caretta,-19.75,117.75,3111:497:4,0.64
Caretta,caretta,-19.25,118.25,3111:498:1,0.60
Caretta,caretta,-19.25,118.75,3111:498:2,0.60
Caretta,caretta,-19.75,118.25,3111:498:3,0.65
Caretta,caretta,-19.75,118.75,3111:498:4,0.64
Caretta,caretta,-19.25,119.25,3111:499:1,0.61
